ticket_id,customer_id,created_datetime,assigned_datetime,resolved_datetime,region,team,agent_id,shift,priority,issue_type,channel,sla_hours,first_response_hours,resolution_hours,sla_breach (Yes/No),breach_hours,escalated,reopened,status,backlog_flag,root_cause,bottleneck_stage,customer_satisfaction_score
T0380,C1174,04-02-2025 11:59,04-02-2025 14:08,05-02-2025 13:39,Central,Billing Ops,A123,Morning,Medium,Subscription Change,Email,24,2.16,25.67,Yes,1.67,Yes,No,Resolved,No,Technical Dependency,Escalation,3
T0381,C1127,08-01-2025 10:51,08-01-2025 11:46,08-01-2025 20:47,South,Billing Ops,A114,Morning,High,Payment Failure,Email,8,0.93,9.94,Yes,1.94,No,No,Resolved,No,Delayed Assignment,Assignment,4
T0382,C1618,07-04-2025 08:42,07-04-2025 11:40,08-04-2025 01:43,Central,L1 Support,A101,Morning,High,Account Update,Email,8,2.97,17.03,Yes,9.03,No,No,Closed,No,Incorrect Routing,Routing,4
T0383,C1889,08-01-2025 13:55,08-01-2025 14:23,09-01-2025 00:15,East,Technical Ops,A126,Morning,Medium,Account Update,Portal,24,0.48,10.34,No,0,No,No,Resolved,No,Incorrect Routing,Routing,5
T0384,C1953,23-03-2025 13:01,23-03-2025 15:40,24-03-2025 15:01,South,Billing Ops,A113,Morning,Medium,Subscription Change,Phone,24,2.65,26.01,Yes,2.01,Yes,No,Resolved,No,High Complexity,Diagnosis,3
T0385,C1678,11-04-2025 16:02,11-04-2025 19:04,12-04-2025 15:25,North,L1 Support,A134,Afternoon,Low,Technical Bug,Chat,48,3.04,23.39,No,0,No,No,Resolved,No,No Major Delay,None,5
T0386,C1503,29-04-2025 13:57,29-04-2025 14:56,30-04-2025 09:38,South,Billing Ops,A102,Morning,Medium,Refund Request,Chat,24,0.99,19.69,No,0,No,No,Resolved,No,No Major Delay,None,5
T0387,C1130,02-04-2025 14:41,02-04-2025 15:50,03-04-2025 05:23,South,Technical Ops,A122,Afternoon,Critical,Data Correction,Portal,4,1.15,14.71,Yes,10.71,Yes,Yes,Resolved,No,High Complexity,Diagnosis,3
T0388,C1148,10-02-2025 13:51,10-02-2025 16:53,11-02-2025 13:48,Central,Billing Ops,A125,Morning,Low,Subscription Change,Chat,48,3.04,23.96,No,0,No,No,Resolved,No,No Major Delay,None,5
T0389,C1829,09-02-2025 16:44,09-02-2025 20:28,11-02-2025 00:11,South,Billing Ops,A103,Afternoon,Low,Refund Request,Phone,48,3.74,31.46,No,0,No,No,Resolved,No,No Major Delay,None,5
T0390,C1540,10-04-2025 10:54,10-04-2025 14:40,11-04-2025 12:18,South,Escalations,A104,Morning,High,Order Delay,Chat,8,3.77,25.41,Yes,17.41,Yes,No,Resolved,No,Incomplete Customer Information,Customer Response,3
T0391,C1666,01-04-2025 12:29,01-04-2025 14:18,01-04-2025 23:54,South,Billing Ops,A104,Morning,Medium,Refund Request,Chat,24,1.82,11.42,No,0,No,No,Resolved,No,No Major Delay,None,5
T0392,C1121,22-01-2025 08:06,22-01-2025 09:05,22-01-2025 15:09,Central,L1 Support,A128,Morning,Critical,Order Delay,Email,4,0.99,7.06,Yes,3.06,Yes,No,Resolved,No,Delayed Assignment,Assignment,2
T0393,C1710,21-04-2025 14:17,21-04-2025 15:44,22-04-2025 05:03,Central,L1 Support,A106,Afternoon,High,Technical Bug,Portal,8,1.45,14.77,Yes,6.77,No,No,Resolved,No,Incomplete Customer Information,Customer Response,3
T0394,C1212,09-01-2025 16:11,09-01-2025 18:20,10-01-2025 16:34,South,L1 Support,A109,Afternoon,Medium,Order Delay,Phone,24,2.16,24.39,Yes,0.39,Yes,No,Closed,No,Technical Dependency,Escalation,3
T0395,C1673,17-01-2025 17:13,17-01-2025 17:46,,South,Account Ops,A121,Afternoon,Low,Subscription Change,Chat,48,0.56,,,,No,No,Pending,Yes,No Major Delay,None,
T0396,C1980,08-03-2025 13:38,08-03-2025 14:08,08-03-2025 16:15,Central,Billing Ops,A132,Morning,Critical,Refund Request,Portal,4,0.51,2.63,No,0,No,No,Closed,No,No Major Delay,None,5
T0397,C1663,25-03-2025 10:25,25-03-2025 13:16,26-03-2025 13:43,Central,Technical Ops,A117,Morning,High,Technical Bug,Phone,8,2.85,27.3,Yes,19.3,Yes,No,Resolved,No,Incomplete Customer Information,Customer Response,2
T0398,C1992,16-01-2025 16:07,16-01-2025 17:47,17-01-2025 16:02,West,Technical Ops,A116,Afternoon,Low,Technical Bug,Chat,48,1.67,23.92,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0399,C1130,14-02-2025 17:55,14-02-2025 18:52,15-02-2025 07:46,North,Account Ops,A132,Afternoon,High,Subscription Change,Email,8,0.96,13.85,Yes,5.85,Yes,No,Resolved,No,Incomplete Customer Information,Customer Response,2
T0400,C1878,23-03-2025 13:45,23-03-2025 15:51,24-03-2025 01:21,South,L1 Support,A104,Morning,High,Data Correction,Chat,8,2.1,11.6,Yes,3.6,Yes,No,Resolved,No,Agent Capacity Constraint,Resolution,4
T0401,C1693,08-01-2025 09:47,08-01-2025 11:36,08-01-2025 15:37,East,Account Ops,A106,Morning,Critical,Refund Request,Chat,4,1.82,5.84,Yes,1.84,No,No,Resolved,No,Delayed Assignment,Assignment,4
T0402,C1526,01-02-2025 16:43,01-02-2025 19:05,03-02-2025 15:36,West,L1 Support,A135,Afternoon,Low,Data Correction,Email,48,2.38,46.89,No,0,No,No,Closed,No,Technical Dependency,Escalation,5
T0403,C1658,19-04-2025 09:18,19-04-2025 10:19,19-04-2025 15:58,West,Technical Ops,A116,Morning,Medium,Login/Access,Phone,24,1.02,6.68,No,0,No,No,Closed,No,No Major Delay,None,5
T0404,C1935,15-02-2025 09:00,15-02-2025 11:13,15-02-2025 21:10,West,Billing Ops,A130,Morning,Medium,Subscription Change,Chat,24,2.22,12.18,No,0,No,No,Resolved,No,No Major Delay,None,5
T0405,C1291,04-02-2025 09:28,04-02-2025 10:53,04-02-2025 15:18,East,Billing Ops,A112,Morning,Medium,Payment Failure,Email,24,1.43,5.84,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0406,C1398,04-02-2025 09:26,04-02-2025 10:27,04-02-2025 17:53,East,Billing Ops,A131,Morning,Critical,Account Update,Portal,4,1.03,8.45,Yes,4.45,No,No,Closed,No,High Complexity,Diagnosis,3
T0407,C1884,17-04-2025 13:27,17-04-2025 15:42,18-04-2025 03:38,North,Account Ops,A116,Morning,High,Subscription Change,Email,8,2.26,14.19,Yes,6.19,Yes,No,Closed,No,Technical Dependency,Escalation,3
T0408,C1236,25-01-2025 17:40,25-01-2025 19:16,26-01-2025 23:04,West,Escalations,A133,Afternoon,High,Order Delay,Email,8,1.61,29.41,Yes,21.41,Yes,Yes,Resolved,No,Delayed Assignment,Assignment,2
T0409,C1971,05-02-2025 13:45,05-02-2025 14:51,06-02-2025 03:25,North,Technical Ops,A108,Morning,High,Account Update,Phone,8,1.1,13.67,Yes,5.67,Yes,No,Resolved,No,Approval Dependency,Approval,3
T0410,C1991,05-04-2025 13:47,05-04-2025 15:27,06-04-2025 22:55,North,Account Ops,A109,Morning,Medium,Refund Request,Email,24,1.68,33.14,Yes,9.14,No,Yes,Resolved,No,High Complexity,Diagnosis,3
T0411,C1998,08-02-2025 15:48,08-02-2025 18:34,09-02-2025 01:42,South,Technical Ops,A135,Afternoon,Low,Data Correction,Email,48,2.77,9.9,No,0,No,No,Closed,No,No Major Delay,None,5
T0412,C1891,06-03-2025 08:10,06-03-2025 11:04,06-03-2025 18:40,North,Escalations,A134,Morning,High,Account Update,Portal,8,2.91,10.51,Yes,2.51,Yes,No,Resolved,No,High Complexity,Diagnosis,3
T0413,C1274,01-01-2025 10:36,01-01-2025 12:45,02-01-2025 10:49,West,Technical Ops,A118,Morning,Medium,Login/Access,Chat,24,2.15,24.22,Yes,0.22,No,No,Resolved,No,Agent Capacity Constraint,Resolution,4
T0414,C1418,04-02-2025 08:41,04-02-2025 12:34,05-02-2025 17:18,North,Escalations,A118,Morning,Medium,Payment Failure,Phone,24,3.89,32.62,Yes,8.62,Yes,No,Resolved,No,Incorrect Routing,Routing,2
T0415,C1452,03-01-2025 16:42,03-01-2025 19:40,06-01-2025 05:04,North,Billing Ops,A118,Afternoon,Low,Refund Request,Chat,48,2.97,60.38,Yes,12.38,No,No,Resolved,No,Incomplete Customer Information,Customer Response,3
T0416,C1021,25-02-2025 13:09,25-02-2025 13:36,25-02-2025 20:30,Central,Billing Ops,A115,Morning,High,Refund Request,Chat,8,0.46,7.35,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0417,C1135,24-03-2025 14:06,24-03-2025 14:40,24-03-2025 23:58,West,Billing Ops,A116,Afternoon,High,Subscription Change,Chat,8,0.58,9.88,Yes,1.88,No,Yes,Closed,No,Delayed Assignment,Assignment,2
T0418,C1126,15-04-2025 13:54,15-04-2025 16:07,16-04-2025 07:07,South,Escalations,A107,Morning,High,Login/Access,Portal,8,2.23,17.23,Yes,9.23,Yes,No,Resolved,No,Delayed Assignment,Assignment,2
T0419,C1979,24-02-2025 14:09,24-02-2025 14:48,24-02-2025 22:19,Central,Technical Ops,A115,Afternoon,Critical,Login/Access,Email,4,0.65,8.18,Yes,4.18,No,No,Resolved,No,Technical Dependency,Escalation,4
T0420,C1277,23-01-2025 14:33,23-01-2025 15:25,24-01-2025 08:54,Central,L1 Support,A103,Afternoon,Low,Account Update,Email,48,0.88,18.36,No,0,No,No,Closed,No,No Major Delay,None,5
T0421,C1394,19-01-2025 13:09,19-01-2025 15:55,23-01-2025 03:16,East,L1 Support,A110,Morning,Low,Data Correction,Chat,48,2.77,86.13,Yes,38.13,No,No,Resolved,No,Delayed Assignment,Assignment,4
T0422,C1719,12-03-2025 15:34,12-03-2025 17:15,13-03-2025 14:28,West,Technical Ops,A116,Afternoon,Medium,Technical Bug,Chat,24,1.69,22.9,No,0,No,No,Resolved,No,No Major Delay,None,5
T0423,C1847,28-04-2025 09:03,28-04-2025 09:50,28-04-2025 19:46,South,Account Ops,A131,Morning,Critical,Account Update,Portal,4,0.79,10.72,Yes,6.72,No,No,Resolved,No,Incorrect Routing,Routing,4
T0424,C1766,31-03-2025 09:42,31-03-2025 12:55,01-04-2025 00:56,North,Escalations,A128,Morning,High,Order Delay,Portal,8,3.22,15.24,Yes,7.24,Yes,No,Resolved,No,Technical Dependency,Escalation,3
T0425,C1513,24-03-2025 08:38,24-03-2025 10:14,24-03-2025 17:35,West,Billing Ops,A110,Morning,Medium,Subscription Change,Phone,24,1.61,8.96,No,0,No,No,Closed,No,No Major Delay,None,5
T0426,C1168,21-02-2025 17:03,21-02-2025 19:45,22-02-2025 07:16,South,Escalations,A109,Afternoon,High,Payment Failure,Email,8,2.71,14.22,Yes,6.22,Yes,No,Closed,No,Agent Capacity Constraint,Resolution,2
T0427,C1087,19-04-2025 13:01,19-04-2025 13:26,19-04-2025 17:13,West,L1 Support,A124,Morning,Critical,Account Update,Email,4,0.43,4.2,Yes,0.2,No,No,Resolved,No,Agent Capacity Constraint,Resolution,4
T0428,C1793,15-02-2025 12:25,15-02-2025 13:46,16-02-2025 12:28,Central,Technical Ops,A120,Morning,Low,Technical Bug,Portal,48,1.35,24.06,No,0,No,No,Resolved,No,No Major Delay,None,5
T0429,C1952,11-01-2025 09:45,11-01-2025 10:33,11-01-2025 18:40,West,Technical Ops,A110,Morning,High,Technical Bug,Phone,8,0.8,8.93,Yes,0.93,No,No,Resolved,No,Incorrect Routing,Routing,3
T0430,C1321,20-03-2025 17:04,20-03-2025 19:17,23-03-2025 14:26,South,Technical Ops,A125,Afternoon,Low,Technical Bug,Email,48,2.23,69.38,Yes,21.38,No,No,Resolved,No,Approval Dependency,Approval,4
T0431,C1865,02-03-2025 12:48,02-03-2025 14:49,03-03-2025 11:09,North,Billing Ops,A130,Morning,High,Refund Request,Email,8,2.02,22.35,Yes,14.35,Yes,No,Resolved,No,Approval Dependency,Approval,3
T0432,C1895,24-03-2025 08:47,24-03-2025 12:33,24-03-2025 19:51,North,Escalations,A103,Morning,Medium,Refund Request,Chat,24,3.78,11.07,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0433,C1465,28-04-2025 14:49,28-04-2025 16:08,28-04-2025 19:14,West,Technical Ops,A112,Afternoon,Medium,Login/Access,Phone,24,1.32,4.43,No,0,No,No,Resolved,No,No Major Delay,None,5
T0434,C1280,14-04-2025 13:50,14-04-2025 14:49,14-04-2025 22:13,West,Billing Ops,A125,Morning,Critical,Payment Failure,Email,4,0.99,8.39,Yes,4.39,No,No,Resolved,No,Incomplete Customer Information,Customer Response,4
T0435,C1842,26-04-2025 14:21,26-04-2025 15:22,27-04-2025 23:22,West,Billing Ops,A104,Afternoon,Medium,Refund Request,Chat,24,1.03,33.02,Yes,9.02,No,No,Resolved,No,Technical Dependency,Escalation,3
T0436,C1592,16-04-2025 13:00,16-04-2025 14:28,17-04-2025 07:55,Central,Escalations,A121,Morning,Critical,Order Delay,Email,4,1.48,18.93,Yes,14.93,Yes,Yes,Resolved,No,Technical Dependency,Escalation,2
T0437,C1848,25-01-2025 17:00,25-01-2025 17:47,25-01-2025 22:41,South,Account Ops,A114,Afternoon,Critical,Payment Failure,Phone,4,0.79,5.69,Yes,1.69,Yes,No,Resolved,No,Incorrect Routing,Routing,3
T0438,C1091,18-02-2025 12:54,18-02-2025 15:00,19-02-2025 11:31,East,Technical Ops,A111,Morning,Medium,Technical Bug,Email,24,2.1,22.62,No,0,No,Yes,Closed,No,Incomplete Customer Information,Customer Response,4
T0439,C1660,06-03-2025 17:51,06-03-2025 20:12,08-03-2025 08:49,West,Escalations,A107,Afternoon,Medium,Technical Bug,Email,24,2.35,38.98,Yes,14.98,Yes,Yes,Closed,No,Incorrect Routing,Routing,2
T0440,C1982,26-04-2025 14:43,26-04-2025 17:26,27-04-2025 06:27,North,L1 Support,A117,Afternoon,Medium,Order Delay,Portal,24,2.72,15.74,No,0,No,No,Resolved,No,No Major Delay,None,5
T0441,C1642,15-03-2025 14:08,15-03-2025 17:23,17-03-2025 22:05,Central,Escalations,A104,Afternoon,Medium,Account Update,Portal,24,3.25,55.96,Yes,31.96,Yes,Yes,Closed,No,Delayed Assignment,Assignment,1
T0442,C1919,17-03-2025 10:01,17-03-2025 12:10,21-03-2025 14:34,South,L1 Support,A101,Morning,Low,Order Delay,Portal,48,2.15,100.56,Yes,52.56,No,No,Resolved,No,High Complexity,Diagnosis,4
T0443,C1864,30-04-2025 10:40,30-04-2025 13:37,30-04-2025 20:59,South,Account Ops,A104,Morning,High,Payment Failure,Chat,8,2.96,10.33,Yes,2.33,Yes,No,Resolved,No,Agent Capacity Constraint,Resolution,4
T0444,C1628,23-02-2025 14:56,23-02-2025 17:40,25-02-2025 13:17,West,L1 Support,A105,Afternoon,Medium,Order Delay,Email,24,2.74,46.35,Yes,22.35,No,Yes,Resolved,No,Incorrect Routing,Routing,3
T0445,C1356,07-03-2025 10:13,07-03-2025 10:44,,Central,L1 Support,A135,Morning,Medium,Login/Access,Chat,24,0.52,,,,No,No,Pending,Yes,No Major Delay,None,
T0446,C1110,26-01-2025 12:25,26-01-2025 16:31,27-01-2025 10:13,West,Escalations,A113,Morning,Medium,Data Correction,Chat,24,4.1,21.81,No,0,Yes,No,Resolved,No,No Major Delay,None,4
T0447,C1809,05-01-2025 16:16,05-01-2025 17:17,06-01-2025 13:43,Central,L1 Support,A129,Afternoon,Medium,Account Update,Phone,24,1.02,21.46,No,0,No,Yes,Resolved,No,No Major Delay,None,4
T0448,C1733,02-04-2025 13:13,02-04-2025 15:38,02-04-2025 21:35,South,Billing Ops,A121,Morning,High,Refund Request,Chat,8,2.43,8.38,Yes,0.38,No,No,Resolved,No,Technical Dependency,Escalation,4
T0449,C1802,07-01-2025 15:31,07-01-2025 16:29,07-01-2025 23:48,North,Billing Ops,A121,Afternoon,Medium,Subscription Change,Phone,24,0.97,8.29,No,0,No,No,Resolved,No,Delayed Assignment,Assignment,5
T0450,C1793,06-01-2025 13:41,06-01-2025 15:34,07-01-2025 23:47,West,Billing Ops,A135,Morning,Low,Subscription Change,Email,48,1.89,34.1,No,0,No,No,Resolved,No,No Major Delay,None,5
T0451,C1377,21-03-2025 09:01,21-03-2025 11:31,22-03-2025 00:05,West,L1 Support,A108,Morning,High,Technical Bug,Email,8,2.51,15.07,Yes,7.07,No,No,Closed,No,Delayed Assignment,Assignment,3
T0452,C1534,08-02-2025 09:16,08-02-2025 14:19,12-02-2025 00:31,North,Escalations,A103,Morning,Low,Technical Bug,Portal,48,5.05,87.26,Yes,39.26,Yes,No,Resolved,No,Approval Dependency,Approval,2
T0453,C1394,02-04-2025 09:22,02-04-2025 12:00,03-04-2025 20:42,West,Technical Ops,A117,Morning,Medium,Technical Bug,Portal,24,2.64,35.34,Yes,11.34,No,Yes,Resolved,No,Delayed Assignment,Assignment,3
T0454,C1168,25-03-2025 10:54,25-03-2025 14:36,26-03-2025 02:03,South,Escalations,A120,Morning,High,Login/Access,Chat,8,3.7,15.15,Yes,7.15,Yes,No,Resolved,No,High Complexity,Diagnosis,4
T0455,C1520,28-02-2025 10:17,28-02-2025 12:20,01-03-2025 00:26,Central,Account Ops,A116,Morning,Medium,Subscription Change,Chat,24,2.05,14.16,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0456,C1282,18-03-2025 12:33,18-03-2025 14:12,18-03-2025 23:10,East,Technical Ops,A113,Morning,High,Technical Bug,Email,8,1.65,10.62,Yes,2.62,Yes,No,Resolved,No,Technical Dependency,Escalation,4
T0457,C1697,14-02-2025 12:45,14-02-2025 15:00,14-02-2025 23:26,West,Technical Ops,A111,Morning,High,Data Correction,Phone,8,2.25,10.69,Yes,2.69,No,No,Resolved,No,Approval Dependency,Approval,4
T0458,C1297,03-02-2025 09:10,03-02-2025 10:50,03-02-2025 19:24,West,Billing Ops,A102,Morning,Critical,Payment Failure,Email,4,1.68,10.24,Yes,6.24,No,No,Resolved,No,Delayed Assignment,Assignment,4
T0459,C1923,05-04-2025 13:34,05-04-2025 15:31,06-04-2025 08:53,South,Technical Ops,A122,Morning,Low,Technical Bug,Chat,48,1.95,19.32,No,0,No,No,Closed,No,No Major Delay,None,5
T0460,C1988,26-03-2025 10:22,26-03-2025 11:28,28-03-2025 02:14,East,Technical Ops,A127,Morning,Low,Technical Bug,Chat,48,1.11,39.87,No,0,No,No,Resolved,No,No Major Delay,None,5
T0461,C1008,20-02-2025 17:26,20-02-2025 18:24,21-02-2025 10:50,Central,Technical Ops,A123,Afternoon,High,Data Correction,Chat,8,0.97,17.4,Yes,9.4,Yes,No,Resolved,No,Technical Dependency,Escalation,3
T0462,C1141,06-02-2025 09:51,06-02-2025 11:19,07-02-2025 03:16,West,L1 Support,A111,Morning,Medium,Data Correction,Chat,24,1.47,17.43,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0463,C1267,04-04-2025 11:27,04-04-2025 12:48,05-04-2025 08:35,Central,Escalations,A118,Morning,Medium,Refund Request,Chat,24,1.36,21.14,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0464,C1098,26-01-2025 12:08,26-01-2025 13:05,27-01-2025 06:33,South,L1 Support,A109,Morning,Low,Technical Bug,Phone,48,0.95,18.43,No,0,No,No,Closed,No,No Major Delay,None,5
T0465,C1579,22-02-2025 15:01,22-02-2025 15:17,23-02-2025 03:24,East,Technical Ops,A128,Afternoon,High,Technical Bug,Phone,8,0.27,12.39,Yes,4.39,No,No,Resolved,No,Agent Capacity Constraint,Resolution,3
T0466,C1124,07-01-2025 09:03,07-01-2025 12:45,07-01-2025 18:39,West,L1 Support,A134,Morning,Low,Login/Access,Email,48,3.7,9.6,No,0,No,No,Closed,No,No Major Delay,None,5
T0467,C1025,25-04-2025 10:19,25-04-2025 12:31,27-04-2025 06:24,North,L1 Support,A132,Morning,Medium,Data Correction,Chat,24,2.21,44.09,Yes,20.09,Yes,No,Resolved,No,Technical Dependency,Escalation,4
T0468,C1296,11-03-2025 12:52,11-03-2025 16:55,14-03-2025 11:38,North,Escalations,A116,Morning,Low,Technical Bug,Portal,48,4.06,70.78,Yes,22.78,Yes,No,Resolved,No,Technical Dependency,Escalation,2
T0469,C1363,15-04-2025 14:09,15-04-2025 15:37,16-04-2025 01:43,Central,Technical Ops,A107,Afternoon,High,Login/Access,Phone,8,1.48,11.58,Yes,3.58,No,No,Closed,No,Incomplete Customer Information,Customer Response,4
T0470,C1945,26-04-2025 16:24,26-04-2025 17:15,27-04-2025 11:49,West,Technical Ops,A133,Afternoon,Low,Technical Bug,Email,48,0.86,19.43,No,0,No,No,Resolved,No,No Major Delay,None,5
T0471,C1237,09-03-2025 12:08,09-03-2025 13:59,10-03-2025 01:58,West,Account Ops,A133,Morning,Medium,Subscription Change,Phone,24,1.85,13.84,No,0,No,No,Resolved,No,Delayed Assignment,Assignment,5
T0472,C1945,19-02-2025 14:59,19-02-2025 16:13,19-02-2025 18:21,West,Technical Ops,A112,Afternoon,Critical,Login/Access,Email,4,1.24,3.38,No,0,Yes,No,Closed,No,No Major Delay,None,5
T0473,C1368,26-02-2025 12:14,26-02-2025 12:53,27-02-2025 07:21,West,L1 Support,A113,Morning,High,Login/Access,Phone,8,0.65,19.13,Yes,11.13,No,No,Closed,No,Agent Capacity Constraint,Resolution,4
T0474,C1529,02-03-2025 16:22,02-03-2025 19:46,04-03-2025 13:14,North,Technical Ops,A114,Afternoon,Low,Technical Bug,Email,48,3.4,44.88,No,0,No,No,Resolved,No,No Major Delay,None,5
T0475,C1559,02-02-2025 14:45,02-02-2025 17:23,03-02-2025 03:33,South,Technical Ops,A119,Afternoon,High,Login/Access,Email,8,2.64,12.81,Yes,4.81,Yes,No,Resolved,No,Incomplete Customer Information,Customer Response,3
T0476,C1624,12-02-2025 08:08,12-02-2025 10:37,12-02-2025 23:05,West,Technical Ops,A127,Morning,Medium,Login/Access,Portal,24,2.49,14.95,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0477,C1026,03-03-2025 10:17,03-03-2025 12:15,04-03-2025 03:48,North,Escalations,A106,Morning,Medium,Order Delay,Email,24,1.98,17.52,No,0,Yes,No,Closed,No,No Major Delay,None,5
T0478,C1094,18-02-2025 10:27,18-02-2025 13:32,19-02-2025 10:10,Central,Escalations,A104,Morning,Low,Order Delay,Chat,48,3.09,23.73,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0479,C1672,10-01-2025 08:08,10-01-2025 10:15,11-01-2025 05:57,Central,Escalations,A116,Morning,Medium,Payment Failure,Phone,24,2.12,21.82,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0480,C1208,08-02-2025 13:49,08-02-2025 16:10,08-02-2025 23:08,Central,Escalations,A115,Morning,Critical,Refund Request,Email,4,2.35,9.33,Yes,5.33,Yes,Yes,Resolved,No,Agent Capacity Constraint,Resolution,2
T0481,C1393,31-01-2025 15:41,31-01-2025 19:16,01-02-2025 09:05,Central,L1 Support,A110,Afternoon,Low,Order Delay,Email,48,3.59,17.41,No,0,No,No,Closed,No,Agent Capacity Constraint,Resolution,5
T0482,C1775,26-03-2025 12:02,26-03-2025 13:12,26-03-2025 22:31,West,L1 Support,A128,Morning,Medium,Order Delay,Phone,24,1.17,10.49,No,0,No,No,Resolved,No,No Major Delay,None,5
T0483,C1973,30-04-2025 12:54,30-04-2025 14:00,01-05-2025 09:25,Central,Account Ops,A125,Morning,Critical,Order Delay,Phone,4,1.1,20.53,Yes,16.53,Yes,No,Closed,No,Agent Capacity Constraint,Resolution,3
T0484,C1569,02-02-2025 17:00,02-02-2025 18:47,03-02-2025 07:25,Central,Account Ops,A124,Afternoon,High,Subscription Change,Email,8,1.79,14.43,Yes,6.43,No,No,Resolved,No,Incorrect Routing,Routing,4
T0485,C1731,09-04-2025 12:16,09-04-2025 14:35,10-04-2025 12:00,North,Escalations,A129,Morning,High,Login/Access,Email,8,2.32,23.74,Yes,15.74,Yes,No,Resolved,No,Technical Dependency,Escalation,4
T0486,C1436,14-02-2025 09:04,14-02-2025 09:43,14-02-2025 14:32,North,Billing Ops,A103,Morning,Low,Subscription Change,Chat,48,0.65,5.47,No,0,No,No,Resolved,No,No Major Delay,None,5
T0487,C1520,07-02-2025 17:01,07-02-2025 20:22,09-02-2025 09:43,East,Escalations,A124,Afternoon,Low,Payment Failure,Chat,48,3.36,40.71,No,0,Yes,No,Closed,No,No Major Delay,None,5
T0488,C1537,30-04-2025 11:36,30-04-2025 13:51,01-05-2025 17:09,South,L1 Support,A106,Morning,Low,Order Delay,Phone,48,2.26,29.56,No,0,No,No,Resolved,No,Agent Capacity Constraint,Resolution,5
T0489,C1459,10-02-2025 09:44,10-02-2025 11:59,11-02-2025 07:56,South,Billing Ops,A124,Morning,Medium,Refund Request,Chat,24,2.25,22.2,No,0,No,No,Resolved,No,No Major Delay,None,5
T0490,C1897,12-04-2025 12:21,12-04-2025 12:53,13-04-2025 06:13,South,Account Ops,A109,Morning,Low,Payment Failure,Portal,48,0.54,17.87,No,0,No,No,Closed,No,No Major Delay,None,5
T0491,C1570,17-04-2025 14:01,17-04-2025 16:59,17-04-2025 21:16,West,Account Ops,A109,Afternoon,Medium,Payment Failure,Email,24,2.97,7.25,No,0,No,No,Resolved,No,No Major Delay,None,5
T0492,C1603,06-01-2025 09:47,06-01-2025 12:38,07-01-2025 00:52,East,Account Ops,A107,Morning,High,Refund Request,Chat,8,2.86,15.09,Yes,7.09,Yes,No,Resolved,No,High Complexity,Diagnosis,3
